id,created_at,archivo_origen,sociedad_sap,fondo_sap,centro_gestor_sap,pospre_sap,cuenta_sap,acreedor_sap,contrato_sap,proveedor,rfc_proveedor,lugar_servicio_id,numero_contrato,nombre_contrato,plurianual,tipo_entrega,moneda_documento,numero_oficio_tramite,fecha_oficio_tramite,numero_factura,fecha_factura,periodo_contable,estimado,concepto,importe_moneda_original,iva_moneda_original,total_moneda_original,numero_documento_pasivo,fecha_contable_pasivo,tc_contable_pasivo,importe_pasivo_mxn,iva_pasivo_mxn,total_pasivo_mxn,reviso,comentarios
74dddb4d-5ef2-4d0f-86cb-759dec63adea,2026-01-09 01:02:41.585115+00,,2502,A02,2277,2233,453882,4326979,800642440,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-04/2015,,FE-05,,,false,CVT,2154.55,344.73,2499.28,180000060,2015-01-08,14.850000,31990.54,5118.49,37109.03,,
3572c043-f787-457f-947e-45f57d9a0488,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-011/2022,,803 FE,,,false,CFT,447053.49,71528.56,518582.05,180000061,2022-01-10,20.400000,9118862.97,1459018.08,10577881.05,,
8016af6d-7a4a-4ef1-b577-2d44e674b431,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-011/2022,,812 FE,,,false,CVT,2603.59,416.57,3020.16,180000063,2022-01-10,20.400000,53107.25,8497.16,61604.41,,
2afc1960-e165-495c-8651-dce1e19e7475,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-011/2022,,810 FE,,,false,CVT,2168.81,347.01,2515.82,180000065,2022-01-10,20.400000,44238.74,7078.20,51316.93,,
0aadfd83-1bc4-44e1-a6f2-0cb801e6cddb,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-011/2022,,811 FE,,,false,CVT,111.06,17.77,128.83,180000067,2022-01-10,20.400000,2265.37,362.46,2627.83,,
df461375-6795-48e6-a427-949af5a70eb3,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800874933,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-006/2020,,474 FE,,,false,CFT,4753878.64,760620.58,5514499.22,180000068,2020-01-10,18.827000,89501273.12,14320203.70,103821476.81,,
d648ad1a-3663-4e25-8a86-1809049458f3,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-011/2022,,813 FE,,,false,CVT,682.60,109.22,791.82,180000068,2022-01-10,20.400000,13923.47,2227.76,16151.23,,
b5af2c2d-b24c-4016-b82d-c795a6f8fe8e,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800874989,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-006/2020,,474 FE,,,false,CVT,2148.01,343.68,2491.69,180000069,2020-01-10,18.827000,40440.56,6470.49,46911.05,,
9573a344-3982-4306-b3bb-1ea6ffa67a80,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800874975,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-006/2020,,475 FE,,,false,CFT,447053.49,71528.56,518582.05,180000070,2020-01-10,18.827000,8416676.08,1346668.17,9763344.26,,
a0191571-1171-4974-8406-6753d5661fbe,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800874989,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-006/2020,,476 FE,,,false,CVT,3260.62,521.70,3782.32,180000072,2020-01-10,18.827000,61387.71,9822.03,71209.74,,
ab8c42b3-9ff4-4fde-9ce7-d3725d1ed903,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800874989,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-006/2020,,477 FE,,,false,CVT,424.26,67.88,492.14,180000074,2020-01-10,18.827000,7987.52,1278.00,9265.52,,
f4168afe-4fde-40c0-8332-eff936428c94,2026-01-09 01:02:41.585115+00,,N000,A01,N306,7A13,453857,4326979,800832451,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-334/2017,,FE-224,,,false,CFT,4659430.72,745508.92,5404939.64,180000078,2017-10-05,18.211300,84854290.67,13576686.51,98430977.18,,
b0bbfad4-2d2a-49b7-8b7f-54a6deb5ed94,2026-01-09 01:02:41.585115+00,,N000,A01,N306,7A14,453858,4326979,800832773,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-334/2017,,FE-224,,,false,CVT,1540.10,246.42,1786.52,180000079,2017-10-05,18.211300,28047.22,4487.56,32534.78,,
0328c9d4-f8fe-4570-a461-db30425c62f1,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-08/2021,,661 FE,,,false,CFT,4690913.36,750546.14,5441459.50,180000129,2021-01-13,19.725000,92528266.03,14804522.56,107332788.59,,
6b0f003b-e4e2-4ac7-8747-0deb418eb5e4,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-08/2021,,661 FE,,,false,CVT,2133.36,341.34,2474.70,180000130,2021-01-13,19.970500,42604.27,6816.68,49420.95,,
eef6f0f3-5fd5-4cdd-9e2d-024ce39b5e36,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-08/2021,,662 FE,,,false,CFT,447053.49,71528.56,518582.05,180000131,2021-01-13,19.725000,8818130.09,1410900.81,10229030.90,,
e0f1a3e4-0ded-4ae1-b41b-581d58d49ece,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-08/2021,,663 FE,,,false,CVT,545.11,87.22,632.33,180000132,2021-01-13,19.970500,10886.12,1741.78,12627.90,,
aa4b1e48-9763-4c63-be76-9383e579645c,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-08/2021,,664 FE,,,false,CVT,88.15,14.10,102.25,180000133,2021-01-13,19.970500,1760.40,281.66,2042.06,,
dfd82873-3925-406c-bc05-98a6ce0d42f9,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-08/2021,,665 FE,,,false,CVT,421.11,67.38,488.49,180000134,2021-01-13,19.970500,8409.78,1345.56,9755.34,,
778cb036-6db6-48d9-8932-5d6334329429,2026-01-09 01:02:41.585115+00,,2502,A02,2277,2233,453882,4326979,800642440,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-002/2016,,FE-54,,,false,CFT,4627948.08,740471.69,5368419.77,180000150,2016-01-14,17.910000,82895343.21,13263254.91,96158598.13,,
0397e4fa-f57d-44c7-8067-1d71ad086899,2026-01-09 01:02:41.585115+00,,2502,A02,2277,7241,453882,4326979,800642440,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-002/2016,,FE-54,,,false,CVT,2100.67,336.11,2436.78,180000150,2016-01-14,17.910000,37626.99,6020.32,43647.31,,
9efab046-689b-41f6-b29c-4e67dc193619,2026-01-09 01:02:41.585115+00,,2502,A02,2277,2233,453882,4326979,800642440,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-008/2017,,FE 139,,,false,CFT,4211432.75,673829.24,4885261.99,180000164,2017-01-10,21.310000,89764162.21,14362265.95,104126428.16,,
0221dd05-a38b-42a1-a859-b9da0066047f,2026-01-09 01:02:41.585115+00,,2502,A02,2044,7241,453882,4326979,800762390,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-008/2017,,FE 139,,,false,CVT,418498.38,66959.74,485458.12,180000165,2017-01-10,17.850000,7470196.07,1195231.37,8665427.44,,
154ac84a-628c-450e-b25c-369fe8768ee2,2026-01-09 01:02:41.585115+00,,2502,,,,,4326979,800642440,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-000003,,10,,,false,CVT,2004.88,320.78,2325.66,180000189,,13.140000,26344.72,4215.16,30559.88,,
3b4b9048-1bd1-4402-ac54-e912540002ce,2026-01-09 01:02:41.585115+00,,2502,,,,,4326979,800642440,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-000003,,10,,,false,CFT,2667629.03,426820.64,3094449.67,180000189,,13.140000,35053445.74,5608551.32,40661997.06,,
4f9f359c-b7c4-46c3-bb72-0e7d0afa94ac,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-023/2020,,483 FE,,,false,CFT,4690913.36,750546.14,5441459.50,180000281,2020-02-12,18.765300,88026396.51,14084223.44,102110619.96,,
b0b627a2-ad46-4199-9e7d-5236fe301fac,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-018/2021,,673 FE,,,false,CFT,4690913.36,750546.14,5441459.50,180000282,2021-02-10,20.216800,94835257.22,15173641.15,110008898.37,,
2e730b61-4e5d-451e-b75f-bc3b54986fae,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-018/2021,,673 FE,,,false,CVT,2134.56,341.53,2476.09,180000283,2021-02-10,20.216800,43153.97,6904.64,50058.61,,
d4978ea9-443e-4888-8637-feef413a84aa,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800812796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-023/2020,,484 FE,,,false,CFT,447053.49,71528.56,518582.05,180000285,2020-02-12,18.765300,8389092.88,1342254.86,9731347.74,,
08ef8649-ca57-4754-8749-a5c0ef7c8640,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-018/2021,,674 FE,,,false,CFT,447053.49,71528.56,518582.05,180000285,2021-02-10,20.216800,9037991.00,1446078.56,10484069.56,,
2738c98d-a10f-4e09-8b86-0155b8464866,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-018/2021,,675 FE,,,false,CVT,307.37,49.18,356.55,180000286,2021-02-10,20.216800,6214.04,994.25,7208.28,,
1007ca61-608f-4530-896c-43e543bf815e,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326976,800874989,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-028/2019,,369 FE,,,false,CVT,297.69,47.63,345.32,180000287,2019-02-11,19.080000,5679.92,908.79,6588.71,,
b34af1ad-0b6f-4ff9-bec8-a975f5abbbba,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-018/2021,,676 FE,,,false,CVT,127.83,20.45,148.28,180000288,2021-02-10,20.216800,2584.31,413.49,2997.80,,
4b8e24b5-8fe4-4a83-b1c4-99f49f0c15e1,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800874989,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-028/2019,,370 FE,,,false,CVT,549.19,87.87,637.06,180000289,2019-02-11,19.080000,10478.54,1676.57,12155.10,,
6f2715e4-0135-436a-b533-0a206c4920bb,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800912837,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-018/2021,,677 FE,,,false,CVT,860.18,137.63,997.81,180000289,2021-02-10,20.216800,17390.09,2782.41,20172.50,,
5356ade2-3a3a-48e6-8db9-4c4c145703dc,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800874975,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-028/2019,,367 FE,,,false,CFT,447053.49,71528.56,518582.05,180000291,2019-02-11,19.080000,8529780.62,1364764.90,9894545.51,,
09b3794e-0a52-48ad-9ff4-760422c1364b,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800874989,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-028/2019,,368 FE,,,false,CVT,3166.49,506.64,3673.13,180000292,2019-02-11,19.080000,60416.66,9666.66,70083.32,,
de0b7aa4-7bde-432c-831b-8606fef71bb8,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453851,4326979,800874933,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-028/2019,,366 FE,,,false,CFT,4753878.64,760620.58,5514499.22,180000294,2019-02-11,19.080000,90704004.41,14512640.71,105216645.12,,
ff6827cd-144c-4962-97bf-4a8835a114d6,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453659,4326979,800874989,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-028/2019,,366 FE,,,false,CVT,2240.39,358.46,2598.85,180000296,2019-02-11,19.080000,42746.60,6839.46,49586.06,,
a30a3ba2-97bd-4c1f-88ba-5b76c9671b50,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2233,453882,4326979,800832451,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-085/2018,,FE-257,,,false,CFT,4240081.97,678413.11,4918495.08,180000297,2018-02-12,18.881500,80059107.63,12809457.22,92868564.85,,
1e601a8b-7ed3-40d5-bb6b-5becf055a73f,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2233,453882,4326979,800832451,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-085/2018,,FE-257,,,false,CFT,419348.76,67095.80,486444.56,180000298,2018-02-12,18.881500,7917933.59,1266869.37,9184802.96,,
56b89883-fc00-4c57-9d68-af145f49d1f0,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2233,453888,4326979,800832773,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-085/2018,,FE-257,,,false,CVT,2063.20,330.11,2393.31,180000299,2018-02-12,18.881500,38956.28,6233.00,45189.28,,
f8951521-dfcf-463c-82ef-bedc9bcd0b34,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-044/2024,,1114 FE,,,false,CFT,4722396.00,755583.36,5477979.36,180000302,2024-03-13,17.035700,80449321.54,12871891.45,93321212.98,,
c5fbff1f-045b-422e-9c00-918b17583bde,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2281,453658,4326979,800912796,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA-INTERCONEXION ENCINO,,servicio,USD,SREN-FP-044/2024,,1116 FE,,,false,CFT,447053.49,71528.56,518582.05,180000304,2024-03-13,17.035700,7615869.14,1218539.06,8834408.20,,
b5c96340-94bb-4ba2-9f7d-5e18b9a0bdd3,2026-01-09 01:02:41.585115+00,,N000,A01,N306,2280,453658,4326979,800912792,TARAHUMARA PIPELINE S DE RL DE CV,,,,GASODUCTO CORREDOR CHIHUAHUA,,servicio,USD,SREN-FP-024/2022,,822 FE,,,false,CFT,4785361.28,765657.80,5551019.08,180000305,2022-02-09,20.556200,98368843.54,15739014.97,114107858.51,,
