sociedad_sap,fondo_sap,centro_gestor_sap,pospre_sap,cuenta_sap,acreedor_sap,contrato_sap,proveedor,rfc_proveedor,lugar_servicio_id,numero_contrato,nombre_contrato,plurianual,tipo_entrega,moneda_documento,numero_oficio_tramite,fecha_oficio_tramite,numero_factura,fecha_factura,periodo_contable,estimado,concepto,importe_moneda_original,iva_moneda_original,total_moneda_original,numero_documento_pasivo,fecha_contable_pasivo,tc_contable_pasivo,importe_pasivo_mxn,iva_pasivo_mxn,total_pasivo_mxn,reviso,comentarios
N000,A01,2211,7237,468074,9011030,800829661,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F369,,,,GNI,95560561.44,15289689.83,110850251.3,180002793,17/08/2017,,95560561.44,15289689.83,110850251.3,cynthia,
N000,A01,2211,7237,468074,9011030,800829661,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F473,,,,GNI,30787671.53,4926027.444,35713698.97,180003044,13/09/2017,,30787671.53,4926027.444,35713698.97,cynthia,
N000,A01,2211,7237,468074,9011030,800829661,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,SREN-FP-415/2017,,650,,,,GNI,93955965.21,15032954.43,108988919.6,180000699,23/11/2017,,93955965.21,15032954.43,108988919.6,cynthia,
N000,A01,2211,7237,468074,9011030,800829661,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,SREN-FP-415/2017,,716,,,,GNI,1493945.8,239031.328,1732977.128,180000700,23/11/2017,,1493945.8,239031.328,1732977.128,cynthia,
N000,A01,2211,7237,468074,9011030,800829661,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F369,,,,GNI,95560561.44,15289689.83,110850251.3,180002793,17/08/2017,,95560561.44,15289689.83,110850251.3,,
N000,A01,2211,7237,468074,9011030,800829661,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F473,,,,GNI,30787671.53,4926027.444,35713698.97,180003044,13/09/2017,,30787671.53,4926027.444,35713698.97,,
N000,A02,2044,7237,468074,9011030,800829655,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F363,,,,GNI,,0,0,180002791,17/08/2017,,137895259.7,22063241.56,159958501.3,,
N000,A02,2044,7237,468078,9011030,800829658,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F478,,,,GNI,,0,0,180003045,13/09/2017,,85130252.65,13620840.42,98751093.07,,
N000,A02,2044,7237,468074,9011030,800829655,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F479,,,,GNI,,0,0,180003046,13/09/2017,,138253000.9,22120480.15,160373481.1,,
N000,A02,2044,7237,468078,9011030,800829658,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F 353,,,,GNI,,0,0,180003249,12/10/2017,,156310291.4,25009646.62,181319938,,
N000,A01,N334,7237,468074,9011030,800865272,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1933, 1965",,,,GNI,,0,0,180003871,20/09/2018,,1090812.638,174530.0221,1265342.66,,
N000,A01,N334,7237,468074,9011030,800865272,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2104,2139,2140,NC527",,,,GNI,,0,0,180003872,20/09/2018,,14415660.22,2306505.636,16722165.86,,
N000,A01,N334,7237,468074,9011030,800865272,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2104,2139,2140,NC527",,,,GNI,,0,0,180003872,20/09/2018,,14415660.22,2306505.636,16722165.86,,
N000,A01,N334,7A19,305190,9011030,700496495,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2214 NC590,NC606",,,,GNI,,0,0,180004158,18/10/2018,,31545031.22,5047204.996,36592236.22,,
N000,A01,N334,7A19,305190,9011030,700496495,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2214 NC590,NC606",,,,GNI,,0,0,180004158,18/10/2018,,31545031.22,5047204.996,36592236.22,,
N000,A01,N334,7A19,305190,9011030,700496495,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2479,2578,NC652,NC685",,,,GNI,,0,0,180004528,13/11/2018,,37811454.5,6049832.72,43861287.22,,
N000,A01,N334,7A19,305190,9011030,700496495,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2479,2578,NC652,NC685",,,,GNI,,0,0,180004528,13/11/2018,,37811454.5,6049832.72,43861287.22,,
N000,A01,N332,7A19,305190,9011030,700496486,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2205,2266,NC582",,,,GNI,,0,0,180004153,18/10/2018,,145853766.7,23336602.66,169190369.3,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,791; NC66; NC65; NC43,,,,GNI,,0,0,180001143,14/12/2017,,151369075.9,24219052.14,175588128,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,791; NC66; NC65; NC43,,,,GNI,,0,0,180001143,14/12/2017,,151369075.9,24219052.14,175588128,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"F 1039, F 1038",,,,GNI,,0,0,180000140,22/01/2018,,147201981.3,23552317.02,170754298.4,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"F 1039, F 1038",,,,GNI,,0,0,180000140,22/01/2018,,147201981.3,23552317.02,170754298.4,,
N000,A01,N332,7249,468079,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,1804,,,,CFT,7832847.422,1253255.588,9086103.01,180003663,07/09/2018,,7832847.422,1253255.588,9086103.01,cynthia,
N000,A01,N332,7249,468079,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,1934,,,,CFT,3385826.07,541732.1712,3927558.241,180003496,27/08/2018,,3385826.07,541732.1712,3927558.241,cynthia,
N000,A01,N332,7249,468079,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,461,,,,CFT,4642053.98,742728.6368,5384782.617,180003496,27/08/2018,,4642053.98,742728.6368,5384782.617,cynthia,
N000,A01,N332,7249,468079,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2012,,,,CFT,2337595.14,374015.2224,2711610.362,180004001,08/10/2018,,2337595.14,374015.2224,2711610.362,cynthia,
N000,A01,N332,7249,468079,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,566,,,,CFT,4398881.92,703821.1072,5102703.027,180004001,08/10/2018,,4398881.92,703821.1072,5102703.027,cynthia,
N000,A01,N332,7237,468074,9011030,801044083,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1162,1089",,,,GNI,,0,0,180000338,13/02/2018,,179179834.8,28668773.57,207848608.4,,
N000,A01,N332,7237,468074,9011030,801044083,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1162,1089",,,,GNI,,0,0,180000338,13/02/2018,,179179834.8,28668773.57,207848608.4,,
N000,A01,N332,7237,468074,9011030,801044083,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1243,NC211",,,,GNI,,0,0,180000862,16/03/2018,,109340938.1,17494550.1,126835488.2,,
N000,A01,N332,7237,468074,9011030,801044083,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1243,NC211",,,,GNI,,0,0,180000862,16/03/2018,,109340938.1,17494550.1,126835488.2,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1421, 1338",,,,GNI,,0,0,180001174,16/04/2018,,110695308,17711249.29,128406557.3,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1421, 1338",,,,GNI,,0,0,180001174,16/04/2018,,110695308,17711249.29,128406557.3,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1535, 1465,NC312",,,,GNI,,0,0,180001648, 14/05/2018,,134226984.8,21476317.57,155703302.4,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1592, NC336",,,,GNI,,0,0,180002054,43259,,150041108.3,24006577.33,174047685.6,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1592, NC336",,,,GNI,,0,0,180002054,43259,,150041108.3,24006577.33,174047685.6,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1759, 1787, NC380",,,,GNI,,0,0,180002757,06/07/2018,,156690850.2,25070536.03,181761386.2,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1759, 1787, NC380",,,,GNI,,0,0,180002757,06/07/2018,,156690850.2,25070536.03,181761386.2,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1919, NC461, NC454",,,,GNI,,0,0,180003267,09/08/2018,,145203005.5,23232480.89,168435486.4,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1919, NC461, NC454",,,,GNI,,0,0,180003267,09/08/2018,,145203005.5,23232480.89,168435486.4,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2095, 2131, NC522",,,,GNI,,0,0,180003808,14/09/2018,,148459573.6,23753531.78,172213105.4,,
N000,A01,N332,7237,468074,9011030,800835382,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2095, 2131, NC522",,,,GNI,,0,0,180003808,14/09/2018,,148459573.6,23753531.78,172213105.4,,
N000,A01,N332,7A19,305190,9011030,700496486,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2205,2266,NC582",,,,GNI,,0,0,180004153,18/10/2018,,145853766.7,23336602.66,169190369.3,,
N000,A01,N332,7A19,305190,9011030,700496486,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2469,2569,NC645,680",,,,GNI,,0,0,180004524,13/11/2018,,159477924,25516467.84,184994391.8,,
N000,A01,N332,7A19,305190,9011030,700496486,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"2469,2569,NC645,680",,,,GNI,,0,0,180004524,13/11/2018,,159477924,25516467.84,184994391.8,,
N000,A01,N332,7A24,468094,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2343,,,,CFT,13465144.39,2154423.102,15619567.49,180004733,30/11/2018,,13465144.39,2154423.102,15619567.49,cynthia,
N000,A01,N332,7A24,468094,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2496,,,,CFT,8015182.64,1282429.222,9297611.862,180004723,30/11/2018,,8015182.64,1282429.222,9297611.862,cynthia,
N000,A01,N332,7A24,468094,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2505,,,,CFT,7370414.96,1179266.394,8549681.354,180004723,30/11/2018,,7370414.96,1179266.394,8549681.354,cynthia,
N000,A01,N332,7A24,468094,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2514,,,,CFT,6807545.2,1089207.232,7896752.432,180004723,30/11/2018,,6807545.2,1089207.232,7896752.432,cynthia,
N000,A01,N332,7A24,468094,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2590,,,,CFT,9763176.08,1562108.173,11325284.25,180004723,30/112018,,9763176.08,1562108.173,11325284.25,cynthia,
N000,A01,N332,7A24,468094,9011030,800861752,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2936,,,,CFT,10060030.08,1609604.812,11669634.89,180000149,21/01/2019,,10060030.08,1609604.812,11669634.89,cynthia,
N000,A01,N331,7237,468074,9011030,801044083,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,"1090, 1163",,,,GNI,,0,0,180000339,13/02/2018,,160801369.9,25728219.18,186529589.1,,
N000,A01,N331,7237,468074,9011030,800835389,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,NC 29,,,,CFT,,0,0,180004289,05/11/2018,,-4505306.05,-720848.968,-5226155.018,,
N000,A01,N331,43409,7.956896552,9011030,800835389,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2381,,,,CFT,A01,#¡VALOR!,#¡VALOR!,180004289,05/11/2018,,7.956896552,1.273103448,9.23,,
N000,A01,N331,7237,468074,9011030,800835389,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F670,,,,CFT,,0,0,180004289,05/11/2018,,13134577.4,2101532.384,15236109.78,,
N000,A01,N331,7237,468074,9011030,800835389,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F 793,,,,GNI,,0,0,180001140,14/12/2017,,136140271.8,21782443.49,157922715.3,,
N000,A01,N331,7237,468074,9011030,800835389,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F 793,,,,GNI,,0,0,180001140,14/12/2017,,136140271.8,21782443.49,157922715.3,,
N000,A01,N331,7237,468074,9011030,800835389,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F 997,,,,GNI,,0,0,180000141,22/01/2018,,126186074,20189771.84,146375845.8,,
N000,A01,N331,7237,468074,9011030,800835389,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,F 997,,,,GNI,,0,0,180000141,22/01/2018,,126186074,20189771.84,146375845.8,,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,1805,,,,CFT,21556653.5,3449064.56,25005718.06,180003664,07/09/2018,,21556653.5,3449064.56,25005718.06,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,1836,,,,CFT,147293.99,23567.0384,170861.0284,180003497,27/08/2018,,147293.99,23567.0384,170861.0284,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,591,,,,CFT,739566.87,118330.6992,857897.5692,180003497,27/08/2018,,739566.87,118330.6992,857897.5692,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,460,,,,CFT,19380567.2,3100890.752,22481457.95,180003497,27/08/2018,,19380567.2,3100890.752,22481457.95,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2013,,,,CFT,430553.55,68888.568,499442.118,180004002,08/10/2018,,430553.55,68888.568,499442.118,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,567,,,,CFT,13134577.41,2101532.386,15236109.8,180004002,08/10/2018,,13134577.41,2101532.386,15236109.8,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,NC 29,,,,CFT,-4505306.06,-720848.9696,-5226155.03,180004289,05/11/2018,,-4505306.06,-720848.9696,-5226155.03,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2381,,,,CFT,7.96,1.2736,9.2336,180004289,05/11/2018,,7.96,1.2736,9.2336,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,670,,,,CFT,13134577.4,2101532.384,15236109.78,180004289,05/11/2018,,13134577.4,2101532.384,15236109.78,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,NC 639,,,,CFT,-3211453.44,-513832.5504,-3725285.99,180004291,05/11/2018,,-3211453.44,-513832.5504,-3725285.99,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,794,,,,CFT,8629271.35,1380683.416,10009954.77,180004291,05/11/2018,,8629271.35,1380683.416,10009954.77,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,831,,,,CFT,9969135.61,1595061.698,11564197.31,180004291,05/11/2018,,9969135.61,1595061.698,11564197.31,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,2382,,,,CFT,873864.33,139818.2928,1013682.623,180004292,05/11/2018,,873864.33,139818.2928,1013682.623,cynthia,
N000,A01,N331,7249,468079,9011030,800861865,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,MXN,,,1040,,,,CFT,1379318.14,220690.9024,1600009.042,180004292,05/11/2018,,1379318.14,220690.9024,1600009.042,cynthia,
