fecha_compra,id_proveedor,id_central_generacion,id_combustible,id_unidad_medida,documento_referencia,linea_documento,cantidad,precio_unitario,importe_total,moneda,fuente,observaciones,archivo_origen
01/12/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-12-01,1,31000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/01/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-01-02,1,0,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/02/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-02-02,1,38000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/03/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-03-02,1,30000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/04/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-04-02,1,20222,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/05/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-05-02,1,30000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/06/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-06-02,1,8000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/07/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-07-02,1,33000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/08/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-08-02,1,48000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/09/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-09-02,1,27000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/10/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-10-02,1,28000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/11/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-11-02,1,30000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
02/12/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-12-02,1,33000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/01/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-01-03,1,5000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/02/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-02-03,1,0,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/03/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-03-03,1,30000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/04/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-04-03,1,15000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/05/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-05-03,1,41500,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/06/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-06-03,1,0,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/07/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-07-03,1,33000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/08/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-08-03,1,37000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/09/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-09-03,1,26000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/10/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-10-03,1,28000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/11/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-11-03,1,30227,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
03/12/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-12-03,1,32000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/01/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-01-04,1,17000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/02/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-02-04,1,0,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/03/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-03-04,1,30000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/04/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-04-04,1,25000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/05/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-05-04,1,41000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/06/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-06-04,1,0,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/07/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-07-04,1,18000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/08/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-08-04,1,38000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/09/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-09-04,1,26000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/10/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-10-04,1,38500,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/11/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-11-04,1,30000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
04/12/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-12-04,1,27000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/01/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-01-05,1,27000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/02/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-02-05,1,0,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/03/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-03-05,1,5000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/04/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-04-05,1,35000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/05/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-05-05,1,41500,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/06/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-06-05,1,0,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/07/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-07-05,1,41000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/08/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-08-05,1,37000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/09/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-09-05,1,26000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/10/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-10-05,1,30000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/11/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-11-05,1,30000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
05/12/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-12-05,1,32000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
06/01/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-01-06,1,35000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
06/02/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-02-06,1,41000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
06/03/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-03-06,1,8000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
06/04/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-04-06,1,40000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
06/05/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-05-06,1,34000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
06/06/2022,6bc2fbe4-3a34-4837-a3d8-8162e642ba3a,1a3dde4b-6f67-49db-ac6e-7578d0af0d95,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,CSO-2022-06-06,1,10000,0,0,MXN,excel_cso,Extraccion diaria de compras de gas natural para CCC Saltillo desde Consolidado CSO.xlsx.,Consolidado CSO.xlsx
